v,ph,pl,ql,pg,qg,t
1,0,0.00226416068005264,0.00148575451187494,0.996090993166263,0.45412731271432,0.0019415
0.998758298498175,-0.000191676703843625,0,0,0,0,0
0.998485022400278,-0.000233924796387603,0,0,0,0,0
0.998364411986605,-0.000252577983103029,0,0,0,0,0
0.998164852140013,-0.000283450538712406,0,0,0,0,0
0.998041704133225,-0.000302507989315501,0,0,0,0,0
0.997872400546586,-0.000328715492076758,0,0,0,0,0
0.997864654513752,-0.000329915262367902,0,0,0,0,0
0.997860632739877,-0.000330538194136436,0,0,0,0,0
0.997628411772681,-0.000366498566871668,0,0,0,0,0
0.997692648686069,-0.000356549351140196,0,0,0,0,0
0.997589098402257,-0.000372588146079404,0,0,0,0,0
0.997556632886736,-0.000377617321095384,0,0,0,0,0
0.997513276485274,-0.000384333997257098,0,0,0,0,0
0.997445428962204,-0.000394845822977728,0,0,0,0,0
0.997430616918289,-0.000397140879547528,0,0,0,0,0
0.997419351294192,-0.000398886466922173,0,0,0,0,0
0.997413873141516,-0.000399735306597367,0,0,0,0,0
0.997407002091743,-0.000400800041870102,0,0,0,0,0
0.997404820440526,-0.000401138112452072,0,0,0,0,0
0.997428180317815,-0.000397518448349158,0,0,0,0,0
0.997303306231553,-0.000416868975762964,0,0,0,0,0
0.997365216678651,-0.000407274883648438,0,0,0,0,0
0.99735711234643,-0.000408530768273351,0,0,0,0,0
0.997354767496675,-0.000408894139117622,0,0,0,0,0
0.997371338374346,-0.000406326329404201,0,0,0,0,0
0.99738611694008,-0.000404036311511767,0,0,0,0,0
0.997340542572634,-0.000411098517712867,0,0,0,0,0
0.99732010380085,-0.000414265925217036,0,0,0,0,0
0.997319656846535,-0.000414335191684827,0,0,0,0,0
0.997314941966625,-0.000415065876504925,0,0,0,0,0
0.997312882353754,-0.000415385065378149,0,0,0,0,0
0.997384057474184,-0.000404355454832254,0,0,0,0,0
0.997423266336809,-0.00039828001092351,0,0,0,0,0
0.997442763301531,-0.000395259143253668,0,0,0,0,0
0.997440816753434,-0.000395560771237107,0,0,0,0,0
0.997446079011088,-0.000394745358675459,0,0,0,0,0
0.997456190432037,-0.000393178688904838,0,0,0,0,0
0.997481641011936,-0.000389235465471855,0,0,0,0,0
0.997499214494963,-0.000386512796540827,0,0,0,0,0
0.997554519323642,-0.000377944885397744,0,0,0,0,0
0.997549722895096,-0.000378688034231763,0,0,0,0,0
0.997591151142837,-0.000372270250772127,0,0,0,0,0
