,$p(\overline{DC_{1}})$,"('$p(DC_{1})$', 'IEEE33', 'PM')","('$p(DC_{1})$', 'IEEE69', 'PM')","('$p(DC_{1})$', 'SA', 'PM')","('$p(DC_{1})$', 'CA141', 'PM')"
0,0.5402373761742225,0.9825905390666364,0.9643445366013138,0.98564737348361,0.9437266722919306
1,0.5563929519850995,0.988451027471445,0.9792553163789277,0.9918950808725461,0.9682550894292616
2,0.5681241677699778,0.9945292826245968,0.991789126254904,0.9984436184095264,0.9883220711274715
3,0.5733288532019114,0.9972412158708356,0.9959251877350107,0.9988789354465137,0.9941451087942328
4,0.5919994166638276,0.9980666758558957,0.9968099979920387,0.9998782111510582,0.9949302610470057
5,0.6095902676335061,0.9988570578819356,0.9979090752128207,0.9999637495340261,0.9963939511555492
6,0.6149869562088506,0.9956649158834718,0.9923686771687965,0.9998369199004719,0.9869604689324054
7,0.5804661323980176,0.9815664778996411,0.9755183522904566,0.9928252375177026,0.9670536643074672
8,0.5472068062948234,0.9805969407693246,0.9726882392052338,0.9928315906301056,0.9611838929666477
9,0.5408978723272659,0.9875788694145237,0.9741265816640508,0.9958377462737814,0.9505345536712185
10,0.5321991263072652,0.9894212057730293,0.9780008436113732,0.9973228260396051,0.9565810701495857
11,0.5285567295342426,0.9867567631055495,0.9797474672912702,0.9867567601609691,0.9582301018712814
12,0.5274113723764401,0.9842997332473721,0.9721793316526994,0.9974248018894707,0.9506703818879403
13,0.5251678909471647,0.987110640553137,0.9763315181198816,0.9988408651210153,0.956775583749488
14,0.5250577827610393,0.9840333703949371,0.9689905256855391,0.9980872244871846,0.9466720319174589
15,0.5240476626423995,0.9899539758001487,0.9758890643459283,0.9951849133075095,0.9544059283160312
16,0.5234433748981894,0.9890386715759089,0.977839972151909,0.9931552752165195,0.9611274697037482
17,0.5235164171521992,4.299254315260735e-06,4.299254315260735e-06,4.299254315260735e-06,4.299254315260735e-06
18,0.5230925646815556,0.9849291685777277,0.9678983856633323,0.9994447932582808,0.9451409317174887
19,0.5,0.9821262108284426,0.9706066939163406,0.9864713823729144,0.9553441090912582
20,0.4485194732552419,0.8202350418600166,0.8202350418600166,0.8202350418600166,0.8202350418600166
21,0.415432738394739,0.0002213806807455133,0.0002213806807455133,0.0002213806807455133,0.0002213806807455133
22,0.4551254762134081,0.8258612246362393,0.8258612246362393,0.8258612246362393,0.8258612246362393
23,0.5,0.9751458429892106,0.9637061369497036,0.9751458413544122,0.9482973590466074
