,$\overline{DC_{5}}$,"('$DC_{5}$', 'IEEE33', 'PM')","('$DC_{5}$', 'IEEE69', 'PM')","('$DC_{5}$', 'SA', 'PM')","('$DC_{5}$', 'CA141', 'PM')"
0,0.6707173722021891,1.098701367062231,1.199611504694918,1.199611414618393,1.023968368330811
1,0.44250761549819034,0.7732903433133046,0.8303573701508458,0.8692714272316364,0.7328590692495265
2,0.3512076560461586,0.5672955788096546,0.5956376079600639,0.6263950027106888,0.5456461884500108
3,0.30685209980781747,0.4467842079119806,0.4554377700930107,0.4594241308986534,0.4372402533169457
4,0.28635783830214123,0.4026185116700988,0.4102158836223067,0.4137265428982669,0.3937993403165391
5,0.28074781243903474,0.3912085355413886,0.409237898408081,0.4855221781943999,0.3780577358822439
6,0.3178173392004293,0.5534728475100028,0.5775910766130179,0.5997848695677093,0.5350610783708336
7,0.3862014416876899,0.7025837086451879,0.7380495186675455,0.8259355358463538,0.6757894932419072
8,0.41276710599899186,0.7142885194711535,0.7760760649882865,0.8434416204765417,0.6754417487009337
9,0.4292076012129643,0.7525498164410444,0.7534022051634996,0.7534021627504326,0.6994411015764861
10,0.46712405113924477,0.7772926526675975,0.7963669183580074,0.7963668631600163,0.7255434803482775
11,0.49839216300784084,0.7751739443881794,0.7751739443881794,0.7751739133941611,0.7479209677903752
12,0.5299116280878476,0.8183166260917827,0.8332241040261187,0.833224052983107,0.7799364574091988
13,0.5726273884071558,0.8562688375599024,0.869558511710891,0.8695584661644916,0.8160708329341163
14,0.5799456018162839,0.8916318509666404,0.8916318509666404,0.8916318285882724,0.8584826038651457
15,0.5590863470364046,0.8191955574090297,0.8191955574090297,0.8191955457616505,0.8191955574090297
16,0.5606827247736794,0.8018630748520301,0.8018630748520301,0.8018630659798703,0.8018630748520301
17,0.5866525752177548,0.8776092765944534,0.8776092765944534,0.8776092500256514,0.8575902314391419
18,0.6494355177268951,0.892219022956519,0.916716528666069,0.9439201214062081,0.8749265732033865
19,0.8702762040287058,1.149262265668376,1.149262265668376,1.149262258332227,1.13878236687168
20,1.1022892422272805,1.259710026862406,1.259710026862406,1.259710026862406,0.6978323597215811
21,1.2010464904785534,0.8935128437638147,0.8935128437638147,0.8935128437638147,0.8935128437638147
22,1.1990083920488273,1.259710026862406,1.259710026862406,1.259710026862406,1.259710026862406
23,1.022256147399881,1.259710026862406,1.259710026862406,1.259710026862406,1.259710026862406
