,$\overline{DC_{1}}$,"('$DC_{1}$', 'IEEE33', 'PM')","('$DC_{1}$', 'IEEE69', 'PM')","('$DC_{1}$', 'SA', 'PM')","('$DC_{1}$', 'CA141', 'PM')"
0,0.6879220490118922,1.034750406594637,0.9721903482005751,1.051076083491162,0.9303287274463055
1,0.4730198886134613,0.7498043309093458,0.702679701897557,0.7796321066861983,0.6699872157715192
2,0.37810518137689564,0.5530186862226905,0.5358500751180376,0.6095184112002049,0.5213443393941496
3,0.3363947186088326,0.4583082273630286,0.4485002905029452,0.481742366356126,0.4395605349695959
4,0.3140531848908792,0.4070219634586024,0.3981011459340447,0.4598897158610541,0.3900103414792119
5,0.30736887922265044,0.3924845989467823,0.383418122471795,0.448478141453968,0.3754074718065491
6,0.33528486514623274,0.5025375128530154,0.4797842455246064,0.6566817612551378,0.4590938713453623
7,0.41110732130906613,0.6712034057865652,0.6455711491126356,0.763051327823478,0.6196068331656934
8,0.48827040378717607,0.7754018512314834,0.74926695282095,0.8491275021237984,0.7218004364654751
9,0.5610932749732516,0.8757334866408066,0.8230163623119129,0.9506442049138195,0.7740257556026828
10,0.644821687190342,0.9290487669461382,0.8856989742330474,1.00518194177356,0.8428851859320635
11,0.7125336972414797,0.9718711431247995,0.9482196109609702,0.9718711309640286,0.905613061010501
12,0.769034916362738,1.027030712271686,0.9936240740534102,1.123348060783041,0.9580629149602828
13,0.8223908485381374,1.082653409759483,1.049339192133705,1.200877726860441,1.014139423078181
14,0.832442237890381,1.081573798386746,1.044281715684231,1.188067394554287,1.011619006687349
15,0.8079144750412244,1.062763166787212,1.018761615090792,1.097312150716603,0.9840566362476286
16,0.8072446818488278,1.051268906799411,1.016941788401505,1.073080379246268,0.9876444438981262
17,0.8282243184814909,0.4837777550652343,0.4837777550652343,0.4837777550652343,0.4837777550652343
18,0.8824322520817438,1.127108011161453,1.08636806515898,1.279380480367978,1.05516457962311
19,1.0563264009171853,1.27783381678219,1.255680698377381,1.289533132038605,1.235558767534716
20,1.2133427059709039,1.289533150748688,1.289533150748688,1.289533150748688,1.289533150748688
21,1.2523842284285582,1.038763919979456,1.038763919979456,1.038763919979456,1.038763919979456
22,1.2054847505823825,1.289533150748688,1.289533150748688,1.289533150748688,1.289533150748688
23,1.0201663994079466,1.289533150748688,1.266603802283079,1.28953314689045,1.243702090762048
