v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,ph1,ph2,ph3,ph4,ph5,ph6,ph7,ph8,ph9,ph10,ph11,ph12,ph13,ph14,ph15,ph16,ph17,ph18,ph19,ph20,ph21,ph22,ph23,ph24,ph25,ph26,ph27,ph28,ph29,ph30,ph31,ph32,ph33,ph34,ph35,ph36,ph37,ph38,ph39,ph40,ph41,ph42,ph43,ph44,ph45,ph46,ph47,ph48,ph49,ph50,ph51,ph52,ph53,ph54,ph55,ph56,ph57,ph58,ph59,ph60,ph61,ph62,ph63,ph64,ph65,ph66,ph67,ph68,ph69,pl,ql,pg,qg,t
1,0.999958315595592,0.999916631945941,0.999800198049917,0.998777396253862,0.987603093089036,0.975975879108552,0.973203603620993,0.971785944497725,0.965646882567494,0.964286777770988,0.960387190316398,0.956857089418404,0.953323533575605,0.949812512651124,0.949160124194754,0.948086607200949,0.9480758387845,0.947522066957985,0.947166691454101,0.946591152571682,0.946584186442052,0.94650928103532,0.946346239831641,0.946169956602212,0.946097236032732,0.946076851927736,0.999909968820734,0.99984273695057,0.9997520110999,0.99973600187968,0.99965595675135,0.999463889425003,0.999220713538886,0.999187690326791,0.999897716228283,0.999652535907332,0.999386050747701,0.999309127368071,0.999305082134339,0.9978738027344,0.997520458665469,0.997473777041312,0.997463370077961,0.997340187723167,0.99733966529067,0.999738184770231,0.998195713983645,0.99345289801588,0.992780737893381,0.973160790022439,0.973154295698528,0.968274217483729,0.964182538600428,0.958523712759539,0.952984280998613,0.924476455297817,0.910453250768666,0.905030378311478,0.898673984161801,0.889317804560683,0.888950079806882,0.888458288772513,0.886048103879733,0.88531140860393,0.964227834918307,0.96422714884009,0.959971670736194,0.959970342591501,0,-2.74722569072282e-05,-5.49468043139713e-05,-0.000129973292304641,-0.000409463533101534,0.0010282226100445,0.00255851515120027,0.00292614682248182,0.00311439745341465,0.00493676558459635,0.00534378034311292,0.00648634563656815,0.00746528450103551,0.00845241946850623,0.00944256988214978,0.009627264072888,0.00993056031425519,0.00993366416392139,0.0101133738746137,0.0102299105063313,0.0104172740406791,0.0104195678895105,0.0104441205523428,0.0104975717976313,0.0105553974660955,0.0105792584497143,0.0105859532963003,-5.86055167038564e-05,-9.29991283188192e-05,-4.7371957572901e-05,-3.93182356286566e-05,9.54243409094471e-07,9.65027587794949e-05,0.000218911486166519,0.000235537845760926,-7.36472572441361e-05,-0.000325933000186191,-0.000473522666871798,-0.000516128705043587,-0.000518520561276129,-0.00143775656647336,-0.00153614214781114,-0.00154908473107038,-0.00155242141231124,-0.00159191750949375,-0.00159210079914946,-0.000169079729411841,-0.00113665513799399,-0.00413162562410891,-0.00455859870401986,0.00293235057343717,0.00293450776729005,0.00358259237749006,0.00413143524242816,0.00489756742241943,0.00565375043895647,0.0144462513899874,0.0189833279562357,0.0208060027040066,0.023160422005011,0.0247202242834966,0.0247820732449882,0.0248647564554763,0.0252704446150336,0.0253940376175979,0.00536476229428411,0.00536501077648286,0.00662066173877878,0.00662107781102786,0.35656995792651,0.161632072215731,5.10299728004611,3.44129563879687,0.0359526
1,0.999955364373075,0.999910729612793,0.999786285935696,0.998692028349339,0.986729385542177,0.974281263204839,0.971313628311109,0.969793698538676,0.963346730493498,0.96192226858801,0.95782067528597,0.954063691125658,0.950298137788606,0.946561840357798,0.945867599864131,0.944728068393289,0.944716692403015,0.944136430631123,0.943764056529691,0.94316081708028,0.943152938121405,0.943067442668042,0.942881351200216,0.94268014169638,0.94259713866345,0.94257387228514,0.999903200240691,0.999827439002729,0.999725930691879,0.9997080188587,0.999618460910438,0.999403568574572,0.999134188656046,0.999102826588776,0.999890172136914,0.999625203239472,0.999341030907506,0.999259002173445,0.999254724497865,0.997757591880337,0.997378722356408,0.997328668515445,0.99731745556819,0.997184733229658,0.997184170337104,0.999720094504895,0.998073736091623,0.99298302838799,0.992261596361437,0.971267671569894,0.971261492429766,0.965997355295989,0.961573375012062,0.955459040811117,0.949477478994247,0.918689526428363,0.903547024631978,0.897691760982333,0.890803246578523,0.88066459082847,0.88026562035073,0.879732205274241,0.877118037054907,0.876316264710196,0.961855075055285,0.961854292941836,0.957371828987035,0.957370394320994,0,-2.94381426865766e-05,-5.88789135621884e-05,-0.000139275289150678,-0.000440201467471926,0.00108032065396485,0.00270161449457598,0.00309136118215621,0.00329127053501111,0.00520366181144976,0.00562978388514976,0.00683080035830091,0.00787259493947511,0.00892487633882213,0.00997952005403979,0.0101763022985944,0.0104985419135043,0.0105018262170157,0.010690848480907,0.0108134298447317,0.0110105635729732,0.0110131680290721,0.0110412924700376,0.0111025217308581,0.0111687654220881,0.0111961010369353,0.0112037708955466,-6.3019487875925e-05,-0.000101841803934319,-5.07943628994557e-05,-4.17837862993578e-05,3.27394038769722e-06,0.000110179114608713,0.000245786202206091,0.000261577587745556,-7.87039640203575e-05,-0.000344728069962956,-0.000497757702532808,-0.000541934837178988,-0.000544402032783886,-0.00148719595771141,-0.00159275813587829,-0.00160664523335756,-0.0016102408140647,-0.0016528019311749,-0.00165299944657925,-0.000180989874271361,-0.00121320465624333,-0.00442791888940686,-0.00488640301991668,0.00309802470926349,0.00310008121037327,0.00379164841750555,0.00437873070394484,0.00519814432202591,0.00600695588169535,0.0155045003220293,0.0204246747320231,0.0224049906474232,0.0249759470908013,0.0266809945369764,0.0267487378579803,0.0268392777609725,0.027283653551723,0.027419533675134,0.00565376162150964,0.00565404558429342,0.00697627778418522,0.00697672844723209,0.41278654696346,0.186906886972039,5.46665214355744,3.68395438299922,0
1,0.999955349674128,0.999910700212227,0.999786623528761,0.998698198047482,0.986798674040648,0.974415764247832,0.971462510841482,0.969946728348404,0.963685141721348,0.962308314316581,0.958344278576944,0.954665068015397,0.950974774168287,0.947323199584323,0.946644699082216,0.945529268051115,0.945518099395253,0.94494550485627,0.944578050966928,0.94398265849922,0.943973999194229,0.943879275659637,0.943673098432994,0.943450167774381,0.943358204464069,0.943332426429842,0.999902397860091,0.99981906581299,0.999708128923598,0.999688553380869,0.999590677121451,0.999355826028063,0.999064094154481,0.999035348467144,0.999889688637883,0.999621775586394,0.999340227464847,0.999258956123018,0.999254786201217,0.997826669209177,0.997460433314639,0.997412048518511,0.997401188361322,0.997272641801549,0.9972720966189,0.999720089606388,0.998065215709281,0.992912822290154,0.992182654162845,0.971418101915484,0.971412439530825,0.966119756763549,0.961659614579273,0.955503150573749,0.949487568824857,0.918523925736823,0.903295172450198,0.897406586999674,0.890449316193094,0.88020955544769,0.879810595809419,0.879275330664488,0.876652096026956,0.875875089886001,0.962233836484478,0.962232969584221,0.957909760169323,0.957908371299131,0,-2.9392729394872e-05,-5.87880837885937e-05,-0.000138953880801061,-0.000438430594163779,0.00107234587904189,0.00268314244517148,0.00307052535194456,0.00326971247298252,0.00512665597954772,0.00553834597096554,0.00669815311979484,0.00771949696436486,0.00875165696695997,0.00978338918708876,0.00997587558884753,0.0102916582661494,0.0102948852760977,0.0104813247528562,0.0106022290535111,0.0107966930581948,0.0107995535563965,0.0108306852401351,0.0108984636082186,0.0109717959761713,0.0110020577266568,0.0110105487062958,-6.33597926548681e-05,-0.000106125563764228,-5.03390799418752e-05,-4.04918876557534e-05,8.74985901451922e-06,0.000125585415406131,0.000272451354573414,0.000286926364331089,-7.84736131247912e-05,-0.000340169999089542,-0.000487383451641106,-0.000529881079390276,-0.000532233100150945,-0.00142180130084393,-0.00152386005360942,-0.00153728608308148,-0.00154076826205301,-0.00158198684796726,-0.00158217813221636,-0.000180878386431481,-0.00121829603953714,-0.00447193186293093,-0.00493599994939479,0.00307696010454916,0.00307884433069717,0.00377356002333129,0.00436485453049094,0.0051889383796986,0.00600126001485241,0.0155487906332993,0.0204962917510912,0.0224878891948834,0.0250851682786959,0.0268079007173588,0.0268756745397152,0.0269665807513804,0.0274127608479145,0.0275445137564103,0.00556491240468635,0.0055652270272148,0.00683890983429337,0.00683934586676609,0.413971896003119,0.187431142191357,5.46218100150872,3.68778041595942,0
1,0.9999585459782,0.999917092693511,0.999802343026706,0.998803620941486,0.987890587651099,0.976533979826088,0.973822729979071,0.972426245333455,0.966950228152648,0.965755545370532,0.962326762047849,0.959084554555209,0.955832902762634,0.952629787106296,0.952034603196712,0.951051367331418,0.951041430856669,0.950524032750496,0.950191998905209,0.94965397543199,0.949644961914715,0.949545794268356,0.949329944029694,0.949096552754426,0.949000274295614,0.948973286681706,0.999908383682264,0.999821125666722,0.999705502200731,0.999685099694967,0.999583088745769,0.999338317029027,0.999036284985754,0.999010517887536,0.999897255345801,0.9996483647893,0.999394481551789,0.999321195521764,0.999317532332326,0.998108177385151,0.997794619771905,0.997753194407126,0.997743911683766,0.997634036350123,0.997633570354139,0.999739317485926,0.998171677543667,0.993236326988158,0.992536897637915,0.973784778201607,0.973779715008675,0.96882807991223,0.964634368382091,0.958855132211804,0.953216786572032,0.924198259195292,0.909924265151681,0.904404489459326,0.897838919216817,0.888175106608111,0.887807813296581,0.88731074108061,0.884874675092334,0.884216555474571,0.965677386264482,0.96567647651544,0.961956786300277,0.961955603726814,0,-2.71492473231037e-05,-5.43007457036848e-05,-0.00012825550721848,-0.000401599700403804,0.000997517437908944,0.0024862250847659,0.00284431822248175,0.00302920601355301,0.00465245699684833,0.00500921471264631,0.00601050136860951,0.00691172712926293,0.00782157870183559,0.008726550190326,0.00889528962289624,0.00917365038552587,0.00917651776938984,0.00934410233413471,0.00945276787474553,0.00962753443413369,0.00963049463828846,0.00966289171335814,0.00973342594357512,0.00980974141069552,0.00984123461148087,0.0098500711619348,-5.910088751807e-05,-0.000103929025143399,-4.57873850517031e-05,-3.55244139848131e-05,1.57967256200075e-05,0.000137567735733138,0.000289621672560787,0.000302597167517339,-7.21891022611717e-05,-0.000306595414413896,-0.000434173030439175,-0.000471000468164158,-0.000473008572069297,-0.00121932846960649,-0.00130666906058521,-0.00131815819087528,-0.00132113362887108,-0.00135635320052106,-0.0013565166418965,-0.000167982584360845,-0.00115093745879082,-0.00426738475125572,-0.00471177436878843,0.00284980645682669,0.00285148720001136,0.00350716988147622,0.00406785320084246,0.00484733710145146,0.00561381558431614,0.0145499778953346,0.0191649924304705,0.0210197281034247,0.0234528501586471,0.0250654289805246,0.0251272769788757,0.0252109723324929,0.0256216429736514,0.0257322001123354,0.00503699474469128,0.00503732374087053,0.00612985473760206,0.00613022444176929,0.357769644557536,0.16211524565783,5.05531447798421,3.43039170259726,0
1,0.999965352795309,0.999930706097139,0.999835424740635,0.999014818866278,0.990059767350867,0.98074076306996,0.978513080314992,0.977361329652872,0.973059259265173,0.972131301605371,0.969486775847435,0.96692310650266,0.964354740721378,0.961841140626145,0.96137406411129,0.960595537664948,0.960587538102679,0.960159604417236,0.959884981305314,0.959440046701717,0.959431333654335,0.959335154683749,0.959125809521488,0.958899453546864,0.95880607722439,0.95877990311205,0.999922192047582,0.99983697537301,0.999724363619938,0.999704492541451,0.999605138647449,0.999366742165096,0.999073721978254,0.99905099698291,0.999913490286505,0.999701870408482,0.999494138630514,0.999434174258863,0.999431285980943,0.998529937602998,0.998294630192786,0.9982635426791,0.998256621729385,0.998174701498334,0.998174354063202,0.999781541999918,0.998441247043399,0.994174484047296,0.993569754316465,0.97848469446153,0.978480250306761,0.974339616820791,0.970817896095331,0.96597682217443,0.96126479150984,0.937020835203708,0.925091551932958,0.92047773574953,0.91495297429187,0.906819925882174,0.906519890114938,0.906109555626005,0.9040985621965,0.903618160620114,0.972055217652843,0.972054332057853,0.969212849150585,0.969211973579732,0,-2.25056475417871e-05,-4.50128546957317e-05,-0.000106078162869549,-0.000327746922754008,0.000848280932557443,0.00209447035742322,0.00239407151549089,0.00254943772177889,0.00382356959098445,0.00410010970190924,0.00487028416579397,0.0055843714116782,0.00630357921214881,0.00701382935639013,0.00714614482608855,0.00736662091629643,0.00736892436330906,0.00750625072529667,0.00759528122820036,0.00773843071106024,0.00774126340781045,0.00777236417921658,0.00784007522504796,0.0079133347210148,0.00794356638970451,0.00795204892780369,-4.97079896795307e-05,-9.35129485589228e-05,-3.68854989151776e-05,-2.68898432435316e-05,2.30943961475609e-05,0.000141692253171493,0.000289205359138053,0.000300648522990594,-5.98525706510568e-05,-0.000250585201963937,-0.000349873738778659,-0.000378532942908944,-0.000380061415565386,-0.000932928928544372,-0.000998399738447679,-0.00100701123841757,-0.00100922858010992,-0.00103547394239949,-0.00103559573426114,-0.000140081386416896,-0.000981218503182746,-0.0036752941193792,-0.00405916011708051,0.00239816384516925,0.00239963201067829,0.00295994949849654,0.00344086886443457,0.00410667631182661,0.00475861741696747,0.0122117403102424,0.0160297131947367,0.0175581717515177,0.0195719804973866,0.0209039524605673,0.0209534626238188,0.0210211788922924,0.0213532341627556,0.0214322207560812,0.00412697480948791,0.00412729296944888,0.00495800013535463,0.00495827181300864,0.246960744168476,0.11217020091182,4.20411152574525,2.87590528838336,0
1,0.99997290881507,0.999945817935863,0.999872017179159,0.999237775393758,0.992327250407717,0.985136007572391,0.983416764683023,0.982527762041906,0.979092201280126,0.978356309427113,0.976270409858925,0.974219047068146,0.972165423167523,0.970163612834732,0.969791628302245,0.969167837694257,0.969161357028439,0.968808638844876,0.968582283334829,0.968215580872241,0.968207836548157,0.968122239265403,0.967935926089456,0.967734477624418,0.967651375985264,0.96762808197155,0.999938178070616,0.999861743056854,0.999760849808956,0.999743046506205,0.999654031195366,0.99944044085026,0.99917832054985,0.999158804920491,0.999931249656854,0.99975416259498,0.999584007612545,0.999534890003179,0.99953257639734,0.998836505281329,0.998654686566975,0.998630665631803,0.998625344021692,0.998562354402214,0.998562087254199,0.999830194041247,0.998789806274735,0.9954756073897,0.99500582786206,0.983394917093361,0.983391119217725,0.980222080210282,0.977535176799871,0.97385303018599,0.970279378559667,0.951899111260761,0.942851463959417,0.939351483063332,0.93515943521902,0.928987178208186,0.928760091822773,0.928449303401893,0.926926159813949,0.926565780942246,0.978288408013434,0.978287617660435,0.976061180853167,0.976060512077894,0,-1.74846776673887e-05,-3.49703027420967e-05,-8.19793078473283e-05,-0.000250613880941402,0.000682834091707509,0.00166771990255756,0.00190399847146645,0.00202655391259927,0.00304195062072631,0.00326062229591623,0.00386615667147156,0.00443730103294448,0.00501156050160314,0.00557611512654102,0.00568122033278173,0.00585752860663532,0.00585938767038162,0.00597162698469673,0.00604438319096566,0.00616134241619446,0.00616383760928239,0.00619126715428705,0.00625098314336489,0.00631558897571681,0.00634224852547959,0.00634972867210332,-3.91841352967964e-05,-7.84823442550061e-05,-2.77452205819595e-05,-1.87894258093203e-05,2.59943329515544e-05,0.000132249299634283,0.000264197536969416,0.000274023600899059,-4.72380105838293e-05,-0.000203175469461762,-0.00028227826772455,-0.000305109653551636,-0.000306310438098863,-0.000732991355641128,-0.000783537613606466,-0.000790185639880456,-0.000791889992452391,-0.000812062990527466,-0.000812156601737904,-0.000108417515114576,-0.000762220536257239,-0.00285470282721177,-0.00315252442395458,0.00190713654824058,0.00190838494512037,0.00234851402411995,0.00272504256748374,0.00324375124922262,0.00374911463269932,0.00939352616526465,0.0122571035050601,0.0133982176297168,0.0148974798232515,0.0158866561847819,0.0159232590805243,0.015973350939162,0.01621881161318,0.0162766051940493,0.0032844456257471,0.00328472775980172,0.00393269002897932,0.00393289608483301,0.144453158568034,0.0658407897752937,3.27443180483533,2.25405376289564,0
1,0.999978260384542,0.999956520964744,0.999897861255455,0.999391449851999,0.993879650194681,0.988144209022601,0.98677381083949,0.986066579215832,0.98313250878205,0.982505549642607,0.980733055160092,0.978982176319776,0.977230608482565,0.975525660639791,0.97520883595513,0.974676120935179,0.974670559748083,0.974365639983404,0.974169958162765,0.973852986625967,0.973846139898786,0.973770509970046,0.97360589171447,0.973427903786703,0.973354479975704,0.973333898749698,0.99994972840482,0.999881758251101,0.999791997849562,0.999776158987429,0.999696965628945,0.999506942037373,0.999273575025497,0.999255860827715,0.999943818083978,0.999789982497969,0.999643195024053,0.999600822642025,0.999598842210283,0.999010855772546,0.998857656148421,0.998837416194784,0.998832949201948,0.998780075291346,0.998779851045391,0.999865186495791,0.999052332868978,0.996477470900994,0.996112456117882,0.986755450969172,0.986752015071651,0.984280532013406,0.982199568101019,0.979356451604477,0.976605011755996,0.962457172071995,0.955490913899282,0.952795723927766,0.94957918401332,0.944842637319156,0.944665891789061,0.944425282327385,0.943246072707473,0.942948759299554,0.982445457539714,0.982444758084549,0.980558194488767,0.980557635566791,0,-1.39876838095992e-05,-2.79759758165474e-05,-6.51898420778102e-05,-0.00019835750959518,0.000560369883379999,0.00135851600184353,0.00154956048947264,0.00164844366318418,0.00251403455885777,0.00269990464252675,0.00321320808725982,0.0036999618783383,0.0041887578561858,0.00466841879218001,0.0047576858122827,0.00490785905168386,0.00490944883281406,0.00500594600534872,0.00506849243954768,0.00516902119334862,0.00517121449377167,0.00519531081762376,0.0052477683659241,0.00530451863524156,0.00532793575525067,0.00533450605182421,-3.17220031544466e-05,-6.66625699252559e-05,-2.15217944437464e-05,-1.35539359831995e-05,2.62891434941521e-05,0.000120818627933106,0.000238285432612653,0.000247203632701706,-3.86007550451196e-05,-0.000173158404483216,-0.000240861326863718,-0.000260401739543797,-0.000261424536977637,-0.000622591185089406,-0.000665156174091427,-0.000670754283105951,-0.000672184647278795,-0.000689114487305554,-0.000689193048095988,-8.58727830096423e-05,-0.000597233494462665,-0.00222285303308725,-0.0024540301395517,0.00155219125631139,0.00155331682128781,0.00190272165529303,0.00219968197120791,0.00260700191753819,0.00300211842017862,0.00734413016005375,0.00953199383192486,0.0104010331598562,0.0115362108362332,0.0122838605611818,0.0123118851934907,0.0123500252286658,0.0125368312969572,0.0125836862231884,0.00272089903549179,0.00272114766504362,0.00326855963681831,0.00326873105607395,0.0883784110615125,0.0403951811610561,2.62270746038121,1.81082655007776,0
1,0.999981394530705,0.999962789204427,0.999912862204361,0.99947980759855,0.994769100129948,0.989867482509265,0.988697107784992,0.988094305857595,0.985458851198703,0.984895486819478,0.983302313442692,0.981729531768,0.980157182422956,0.978626332319083,0.978341857293363,0.977863649807953,0.977858659728725,0.977585228809901,0.977409754452485,0.977125559653135,0.977119437989431,0.977051930370894,0.976904991174313,0.976746120419949,0.976680582760099,0.976662212093455,0.999956698584062,0.999895721156235,0.999815087728089,0.999800859366141,0.999729718324843,0.999559015581636,0.999348960833018,0.999332184226106,0.999951374276488,0.99981304441969,0.999680894858997,0.999642747850111,0.999640962440441,0.999109608072375,0.998971028455173,0.99895272001229,0.998948689373844,0.998900980392467,0.998900778051679,0.999885511024612,0.999205073170232,0.997061850701855,0.996758008771583,0.988680524502661,0.988677276551214,0.986604631502465,0.984869284368796,0.982502487515482,0.980215781545409,0.9684592339772,0.962669474221355,0.960429289262165,0.957765229753701,0.953841967054584,0.953693222343169,0.953491906686613,0.952505270326296,0.952239584990207,0.984841796566536,0.984841171626882,0.983144930023315,0.983144426964932,0,-1.19588581837975e-05,-2.39181613828378e-05,-5.55256265055551e-05,-0.000168733751143344,0.00048609894394695,0.00117375155297912,0.00133806440221199,0.00142292827627328,0.00219916992906631,0.00236585543655922,0.0028262752133755,0.00326248502062729,0.00370009530815015,0.00412945190734437,0.00420933970799713,0.00434368703655708,0.00434510870530152,0.0044313589927914,0.00448726066604972,0.0045770941600808,0.00457904860602102,0.00460048583848554,0.00464715329022557,0.00469763768430833,0.00471846869378925,0.00472431332584499,-2.72760974425694e-05,-5.86112504766279e-05,-1.80588090417833e-05,-1.09009204822057e-05,2.4891578472503e-05,0.000109808586380135,0.000215535816213955,0.000223981350724016,-3.34756607386462e-05,-0.000154590356997591,-0.000215606141381141,-0.000233216186082752,-0.000234138686636349,-0.000560212791953036,-0.00059870139829021,-0.00060376329508605,-0.000605053793791153,-0.00062032809554249,-0.000620398973647485,-7.28523734888286e-05,-0.000501177948144386,-0.00185425267674476,-0.00204657636731371,0.00134043752806479,0.00134149945211461,0.00163727531485857,0.00188737891357054,0.00222959620454429,0.00256075257940126,0.00616742597463352,0.00797788290046873,0.00869572775970532,0.0096289226213114,0.0102429471966146,0.0102663163860069,0.0102979297462879,0.0104527289582836,0.0104941924760667,0.00238456770434114,0.00238478930595943,0.00287596427168301,0.00287611815184683,0.0626376640785509,0.0286725157798067,2.24320717086812,1.55034219143272,0
1,0.999983153201927,0.999966306521086,0.999921179056712,0.999528570535924,0.995259042124045,0.990816655484949,0.989756529416817,0.989211355909,0.986754769402406,0.986228733976849,0.984738715006276,0.983272335653397,0.981807249552112,0.980379378300736,0.980114038332851,0.979668706655602,0.979664072849896,0.979411270279406,0.979249033882407,0.978986322111346,0.978980748717776,0.978919421622506,0.978785935014887,0.978641610770863,0.978582073803098,0.978565385182231,0.999960754473564,0.999905131568687,0.999831449106938,0.999818447280761,0.999753438791584,0.999597450675075,0.999405008163922,0.999388651446412,0.999955769382704,0.999827722912924,0.999704768444998,0.99966927569063,0.999667604943753,0.999165477090447,0.999034226354584,0.999016886162164,0.999013074938207,0.998967963067852,0.998967771741768,0.999896718729483,0.999288189499171,0.997379488997618,0.997108886835546,0.989740835302728,0.989737671855713,0.98788205007144,0.986333733367963,0.984223050895847,0.982184727488982,0.971705953396946,0.966545006159932,0.964548040557488,0.962179360682333,0.958690962699172,0.958557044921414,0.958376610191483,0.957492308705726,0.957242382565141,0.986179930961988,0.986179362908279,0.984590107507186,0.984589632499842,0,-1.08273045491332e-05,-2.16549739201995e-05,-5.01942686997089e-05,-0.000152524934655434,0.000443848888328849,0.00106949756815702,0.00121881779426476,0.00129580912857329,0.00201840576587965,0.00217379485928178,0.00260367897660998,0.00300934265914903,0.00341598776779899,0.00381521779038427,0.00388949056886098,0.00401416440362075,0.00401548050501452,0.00409507037455799,0.00414665341884345,0.00422953381577354,0.00423130976996821,0.00425074787637005,0.00429306249518232,0.00433883669991646,0.00435772377320129,0.00436302294552178,-2.47148467875229e-05,-5.32861926504345e-05,-1.62283726720316e-05,-9.68737131870784e-06,2.30201874107268e-05,0.000100616638459479,0.000197475554080903,0.000205709250157176,-3.05210452134928e-05,-0.000143174770988428,-0.000200262360263985,-0.00021673850286849,-0.000217604625926427,-0.000525125024353368,-0.000561569488243041,-0.00056636250238991,-0.000567582675805035,-0.000582024568892825,-0.000582091584155138,-6.56962849934857e-05,-0.00044888579985752,-0.00165388455136256,-0.00182511496160182,0.00122106223147992,0.00122209541860394,0.00148813811766668,0.00171242898390924,0.00201907805548368,0.00231556680778776,0.00552942350938643,0.00713945540474517,0.00777722820893141,0.00860363203810497,0.00914711244500796,0.0091680492043412,0.00919624096131458,0.00933426719121449,0.00937306814691342,0.00219078082583081,0.00219098198255682,0.00265052888666512,0.00265067397304692,0.0505530364765328,0.023155672651388,2.03104037232697,1.40384989793529,0
1,0.999984161574138,0.999968323252052,0.999925892755248,0.999555534515498,0.995528530751205,0.99133858169688,0.990339368990836,0.989826461806307,0.987449789235361,0.986939261847891,0.985489560837418,0.984071920526839,0.982655821719222,0.981273168861776,0.981016231189503,0.98058620118497,0.980581749012714,0.980340737223216,0.980186067408029,0.979935631758734,0.979930482346511,0.979873938525886,0.979750863260906,0.979617796750027,0.979562903804657,0.979547516941951,0.999963191800237,0.999911749575371,0.999843490950465,0.999831446191514,0.999771222947493,0.999626716744089,0.999448005533996,0.999431952611566,0.999958341587527,0.999836437024575,0.99971826198508,0.99968414885311,0.99968252660502,0.999186607091922,0.999056825039548,0.99903967888089,0.999035908692201,0.998991282538015,0.99899109327192,0.999903150408727,0.999337356205004,0.997571703732755,0.997321377336772,0.990323860197306,0.990320757198779,0.988592109782927,0.987154525253355,0.98519443101218,0.983301188815986,0.973568690251748,0.968775048192578,0.966920162619353,0.964726828924762,0.9614965953623,0.961370754582259,0.961202084533825,0.960375440459146,0.960128942801578,0.986894253051535,0.986893729161381,0.985342662241816,0.985342192696752,0,-1.0186930834922e-05,-2.03741843688716e-05,-4.71954316988394e-05,-0.000143586315853159,0.000420217750960886,0.00101137740184376,0.00115231204777411,0.00122483612746432,0.00192305277039416,0.00207363927565563,0.0024912670613079,0.00288228668603429,0.00327412631130509,0.00365937885874811,0.00373104712886836,0.00385096658495816,0.00385222711763333,0.00392802322059936,0.00397714655402739,0.00405606765304068,0.00405770684933559,0.00407561187282676,0.00411458852689506,0.00415675091498697,0.0041741474165291,0.00417902834706174,-2.32012684216472e-05,-4.96145533452826e-05,-1.52837165328147e-05,-9.22408820410573e-06,2.10762435313714e-05,9.29605590619906e-05,0.000182905841618646,0.000190986265036856,-2.88570351321227e-05,-0.000137174519436976,-0.000192691409961372,-0.000208714187876405,-0.000209561842135484,-0.000512966205975969,-0.000549003876319182,-0.000553743383903821,-0.000554950392882153,-0.000569236465004627,-0.000569302757172555,-6.16124343954449e-05,-0.000417966470206625,-0.0015326490466473,-0.00169101957103185,0.0011545284300106,0.00115554127792354,0.00140400568962464,0.0016128799949204,0.00189846049390854,0.00217457554712742,0.0051592931687723,0.00665278800632312,0.00724407261081432,0.00800754360657627,0.00850948598028972,0.00852910475635826,0.00855538060077344,0.00868401683987597,0.00872217064054509,0.00208929338444535,0.00208947876788535,0.00253754294322259,0.00253768625166885,0.0442447762056695,0.020270958149105,1.91034880028747,1.3194559366093,0
