,CB,SOC0,ZB,PB,SOC
0,3.89069,0.7200820345173152,61,1.642259234541621,0.2979822993664414
1,0.0,0.0,61,1.159356790137098,0.0
2,0.0,0.0,1,-2.449353857576559,0.6295422681340281
3,0.0,0.0,61,0.8152328549710689,0.4200080089062974
4,0.0,0.0,1,-2.25656909900944,1.0
5,0.0,0.0,61,0.07966653041499731,0.9795238139175206
6,0.0,0.0,63,0.7552385081734012,0.785409530635861
7,0.0,0.0,61,1.051033121263525,0.5152689871765596
8,0.0,0.0,61,1.035844780440101,0.24903220903281
9,0.0,0.0,61,0.9689071720044176,0.0
10,0.0,0.0,1,-2.605022471548928,0.6695528065673539
11,0.0,0.0,65,0.9089095931819413,0.4359413946240572
12,0.0,0.0,1,-2.194577232123468,1.0
13,0.0,0.0,61,0.7369720674060944,0.8105806361269011
14,0.0,0.0,61,0.8564269483177775,0.5904585138348598
15,0.0,0.0,61,1.485383336641555,0.2086796205842331
16,0.0,0.0,61,0.8119076989122553,5.655185268335963e-09
17,0.0,0.0,1,-3.89069,1.0
18,0.0,0.0,64,0.7036649117955996,0.8191413631339988
19,0.0,0.0,61,0.9696282286726949,0.5699238158009242
20,0.0,0.0,61,1.07996340537555,0.2923475003242202
21,0.0,0.0,61,1.137433541964716,0.0
22,0.0,0.0,1,-3.89069,0.9999999830598695
23,0.0,0.0,64,1.089073973817215,0.7200820345173152
