v,ph,pl,ql,pg,qg,t
1,0,0.375368443805456,0.277547173545372,9.68184307213096,6.04518213467281,0.0184243
0.994817502022122,-0.000304989612182622,0,0,0,0,0
0.979470685520346,-0.00122818866779434,0,0,0,0,0
0.994779698879592,-0.000307340980352803,0,0,0,0,0
0.979392081151773,-0.00123068115681686,0,0,0,0,0
0.994778182383704,-0.000307138642033544,0,0,0,0,0
0.978574479286015,-0.00127930824607295,0,0,0,0,0
0.977985646027209,-0.00131997139702596,0,0,0,0,0
0.97822256274913,-0.00116179269130157,0,0,0,0,0
0.978439758799333,-0.00132741899142276,0,0,0,0,0
0.975394842358505,-0.00235016256657694,0,0,0,0,0
0.977688530273486,-0.00143727060608966,0,0,0,0,0
0.973528608172502,-0.00309619881722733,0,0,0,0,0
0.969061982661012,-0.00196262679859836,0,0,0,0,0
0.974878575763186,-0.00255501608054795,0,0,0,0,0
0.975386373123353,-0.00235069476025324,0,0,0,0,0
0.972255773287641,-0.00317518929253144,0,0,0,0,0
0.965145543525202,-0.00220295444942152,0,0,0,0,0
0.969010845799076,-0.00196584575139694,0,0,0,0,0
0.973505889308867,-0.00310375529539881,0,0,0,0,0
0.971263471039138,-0.00323749039618282,0,0,0,0,0
0.963700509917398,-0.00229134362134214,0,0,0,0,0
0.972823615321786,-0.00337654640081798,0,0,0,0,0
0.973178765264826,-0.00312423878123294,0,0,0,0,0
0.971075950672647,-0.0032491059189544,0,0,0,0,0
0.959874347096083,-0.00253202659400473,0,0,0,0,0
0.972339281717602,-0.00357123150858429,0,0,0,0,0
0.972801482534124,-0.00314782669520919,0,0,0,0,0
0.970972556698669,-0.00313970814084903,0,0,0,0,0
0.969034520018589,-0.00337626132560848,0,0,0,0,0
0.950298854587771,-0.00313907575957043,0,0,0,0,0
0.971768399232686,-0.00380051771673752,0,0,0,0,0
0.972663085856644,-0.00309736749688405,0,0,0,0,0
0.972796350462926,-0.00314609613441466,0,0,0,0,0
0.972253513897646,-0.00357677053038966,0,0,0,0,0
0.971063643906047,-0.00324986678809009,0,0,0,0,0
0.967110025266005,-0.0034947326893063,0,0,0,0,0
0.947814725029586,-0.00329847757514554,0,0,0,0,0
0.950029186644436,-0.00315646664422639,0,0,0,0,0
0.950206768219113,-0.00314514617152141,0,0,0,0,0
0.971382441504587,-0.00395546590264993,0,0,0,0,0
0.972791218394642,-0.00314436555536055,0,0,0,0,0
0.972043222924463,-0.00359001735410764,0,0,0,0,0
0.971536565823716,-0.00372260685117887,0,0,0,0,0
0.966461493498061,-0.00353526965988142,0,0,0,0,0
0.946912164798638,-0.00335740569759828,0,0,0,0,0
0.949146598789756,-0.00321327075939215,0,0,0,0,0
0.950197125433455,-0.00315176081624261,0,0,0,0,0
0.947806458301293,-0.00329900747088448,0,0,0,0,0
0.971098698971548,-0.00406921447561547,0,0,0,0,0
0.971784357787232,-0.00350314660986946,0,0,0,0,0
0.966982470803179,-0.00350281030264094,0,0,0,0,0
