v,ph,pl,ql,pg,qg,t
1,0,0.225071762013492,0.102355931097065,4.1157617620338,2.79595593108388,0.0019011
0.999966226993489,-2.20935422564487e-05,0,0,0,0,0
0.999932454475119,-4.41885769335616e-05,0,0,0,0,0
0.999838943393934,-0.00010406402114322,0,0,0,0,0
0.999020094614234,-0.00032434549130073,0,0,0,0,0
0.990087934886144,0.000858169754291346,0,0,0,0,0
0.980797572543475,0.00211002492370808,0,0,0,0,0
0.978582328512449,0.00241005279915798,0,0,0,0,0
0.977449279498111,0.00256376297398504,0,0,0,0,0
0.972455218229889,0.00403991766556458,0,0,0,0,0
0.971355102251424,0.00436726437677935,0,0,0,0,0
0.968198876735634,0.00528614078113487,0,0,0,0,0
0.965280819276538,0.00609242543956166,0,0,0,0,0
0.962388285826733,0.00689716527181696,0,0,0,0,0
0.959523835116526,0.00770080690267444,0,0,0,0,0
0.958991571261477,0.00785058571160907,0,0,0,0,0
0.958111745945501,0.00809776367052342,0,0,0,0,0
0.958102844237767,0.00810031148355137,0,0,0,0,0
0.957638435649284,0.00824938377512039,0,0,0,0,0
0.957340405353446,0.00834603746571248,0,0,0,0,0
0.956858878037249,0.00850113817064925,0,0,0,0,0
0.956852002114352,0.0085033760878729,0,0,0,0,0
0.956780158032385,0.008526673008941,0,0,0,0,0
0.956623780097039,0.00857738984704068,0,0,0,0,0
0.956454702469251,0.00863225631885827,0,0,0,0,0
0.956384954317957,0.00865489592486558,0,0,0,0,0
0.956365403410493,0.00866124804881034,0,0,0,0,0
0.999925862770618,-4.77912519631536e-05,0,0,0,0,0
0.999858770630398,-8.19383735408118e-05,0,0,0,0,0
0.999766225811,-3.53984547185547e-05,0,0,0,0,0
0.999749895625224,-2.71836046071133e-05,0,0,0,0,0
0.999668245708449,1.38946717563403e-05,0,0,0,0,0
0.999472327855545,0.000111355491365204,0,0,0,0,0
0.999216888207497,0.000239935290547675,0,0,0,0,0
0.999167898953051,0.000264600196845163,0,0,0,0,0
0.999915863307421,-5.99601137849411e-05,0,0,0,0,0
0.999703535746955,-0.000270372167042885,0,0,0,0,0
0.999478523199056,-0.00039000772902178,0,0,0,0,0
0.999413570709158,-0.000424541796343327,0,0,0,0,0
0.999410218576373,-0.000426460140874178,0,0,0,0,0
0.998253030688448,-0.00115486467917155,0,0,0,0,0
0.99796044428145,-0.0012359912741147,0,0,0,0,0
0.997921789525118,-0.00124666252885003,0,0,0,0,0
0.997913461751666,-0.00124933145455936,0,0,0,0,0
0.997814889659533,-0.00128092252243492,0,0,0,0,0
0.997814471601876,-0.00128106912355738,0,0,0,0,0
0.999788857391939,-0.000135698740379043,0,0,0,0,0
0.998542977847237,-0.000918172750127398,0,0,0,0,0
0.994698106650034,-0.00334592020207832,0,0,0,0,0
0.994153142513186,-0.00369167068030904,0,0,0,0,0
0.978546885472175,0.0024152057774343,0,0,0,0,0
0.978537304482558,0.00241837073936362,0,0,0,0,0
0.974662876782079,0.00294640015951463,0,0,0,0,0
0.971419950916045,0.00339345640764192,0,0,0,0,0
0.966946515347286,0.00401456985735657,0,0,0,0,0
0.962577941898989,0.00462468794659919,0,0,0,0,0
0.940104200711846,0.0115459611520569,0,0,0,0,0
0.929044676478159,0.0150812234641642,0,0,0,0,0
0.924767013080021,0.0164945342388788,0,0,0,0,0
0.91974254102488,0.0183183424127287,0,0,0,0,0
0.912345487000752,0.0195235203245117,0,0,0,0,0
0.912055877157179,0.0195710358812557,0,0,0,0,0
0.911668151801739,0.019634616369881,0,0,0,0,0
0.909767959193008,0.0199463403669641,0,0,0,0,0
0.909193658559891,0.0200401771080218,0,0,0,0,0
0.971298369896119,0.0043873125035065,0,0,0,0,0
0.971297709547374,0.00438754992608262,0,0,0,0,0
0.967868929816622,0.00539193560953812,0,0,0,0,0
0.967867875187319,0.00539226330095607,0,0,0,0,0
