v,ph,pl,ql,pg,qg,t
1,0,0.163927943059349,0.0746591908128202,3.50585186391254,2.39005914171867,0.0019011
0.999971168608324,-1.87931257687798e-05,0,0,0,0,0
0.99994233756984,-3.75873352572616e-05,0,0,0,0,0
0.999862451205145,-8.85325094408906e-05,0,0,0,0,0
0.999168609140048,-0.000273408059271728,0,0,0,0,0
0.991607154718177,0.000744608160076373,0,0,0,0,0
0.983740232303339,0.0018197847375296,0,0,0,0,0
0.98186197500937,0.00207750091591983,0,0,0,0,0
0.980899808479355,0.00220978338539255,0,0,0,0,0
0.976758629510866,0.00343742825115778,0,0,0,0,0
0.975848611712972,0.00370877598422145,0,0,0,0,0
0.973269954401087,0.00446121137924166,0,0,0,0,0
0.970906436977432,0.00511692094147381,0,0,0,0,0
0.968550585199864,0.00577400316759576,0,0,0,0,0
0.96622201316039,0.00642841438250058,0,0,0,0,0
0.965789314575859,0.00655029797153345,0,0,0,0,0
0.965068342668343,0.0067532648660879,0,0,0,0,0
0.965060939200458,0.00675538366600998,0,0,0,0,0
0.964665291192425,0.00688157832353332,0,0,0,0,0
0.964411386128472,0.00696338823509115,0,0,0,0,0
0.964000505672388,0.00709480409864071,0,0,0,0,0
0.963994597031952,0.00709671452792276,0,0,0,0,0
0.963931271369654,0.00711709785708929,0,0,0,0,0
0.963793434678384,0.00716147055139268,0,0,0,0,0
0.963644406409219,0.0072094717600356,0,0,0,0,0
0.963582928956245,0.00722927792685434,0,0,0,0,0
0.963565696399356,0.00723483499158786,0,0,0,0,0
0.99993658760178,-4.07428139655454e-05,0,0,0,0,0
0.999878511950999,-7.04328834155992e-05,0,0,0,0,0
0.999799944656372,-3.09188890262667e-05,0,0,0,0,0
0.999786080874633,-2.39443131134383e-05,0,0,0,0,0
0.999716762695514,1.09314680743065e-05,0,0,0,0,0
0.999550433778388,9.36730655325667e-05,0,0,0,0,0
0.999339104737046,0.000200042126435827,0,0,0,0,0
0.999308969638214,0.000215212601494266,0,0,0,0,0
0.999928466822614,-5.08641675187363e-05,0,0,0,0,0
0.999752431477641,-0.000227157446080211,0,0,0,0,0
0.9995671658019,-0.00032755732000481,0,0,0,0,0
0.999513686316148,-0.000356537460760714,0,0,0,0,0
0.999510958095756,-0.000358141272359128,0,0,0,0,0
0.99858390640012,-0.000964347934580526,0,0,0,0,0
0.998360489539716,-0.00102638330225184,0,0,0,0,0
0.998330972942935,-0.00103454275071012,0,0,0,0,0
0.998324516375102,-0.00103661118613812,0,0,0,0,0
0.998248092804317,-0.00106109388670687,0,0,0,0,0
0.9982477686812,-0.00106120749829046,0,0,0,0,0
0.999818632608866,-0.00011623161320932,0,0,0,0,0
0.998728617208605,-0.000801251263780659,0,0,0,0,0
0.995357001078713,-0.00293007885485649,0,0,0,0,0
0.99487908630613,-0.00323309348085692,0,0,0,0,0
0.98183504666767,0.00208138775243915,0,0,0,0,0
0.98182917196517,0.00208332188926708,0,0,0,0,0
0.978507114519371,0.00254283043239225,0,0,0,0,0
0.975720424334288,0.00293205259056161,0,0,0,0,0
0.971877944900979,0.00347207619613945,0,0,0,0,0
0.968126961451159,0.00400175290535509,0,0,0,0,0
0.948834050648258,0.00993547427361779,0,0,0,0,0
0.93933777188588,0.0129503838207572,0,0,0,0,0
0.935664360364978,0.0141526548921467,0,0,0,0,0
0.931345436082204,0.0157031758800466,0,0,0,0,0
0.924986484582401,0.0167264205500655,0,0,0,0,0
0.924744240165219,0.0167656349971328,0,0,0,0,0
0.924416828899337,0.0168186178116829,0,0,0,0,0
0.92281222043828,0.0170782744282863,0,0,0,0,0
0.922373133337121,0.0171490042146887,0,0,0,0,0
0.975798462574927,0.00372641613261651,0,0,0,0,0
0.975797878852772,0.00372662503690987,0,0,0,0,0
0.973015387711016,0.00454241117013423,0,0,0,0,0
0.973014574021096,0.00454266266030404,0,0,0,0,0
