v,ph,pl,ql,pg,qg,t
1,0,0.127276011030517,0.0860176427192432,3.04785958093271,1.92602695146161,0.0088292
0.997673501783813,0.00020135231791265,0,0,0,0,0
0.986586579049237,0.00139784378431171,0,0,0,0,0
0.980803312356253,0.00235487937206994,0,0,0,0,0
0.975094851206566,0.00332537593767615,0,0,0,0,0
0.960821802664474,0.00225671268431785,0,0,0,0,0
0.95819211176289,-0.000716255282491322,0,0,0,0,0
0.948155543235612,-0.00263232977557837,0,0,0,0,0
0.943669396364355,-0.00352452065837791,0,0,0,0,0
0.939521902621268,-0.00427820092096465,0,0,0,0,0
0.938911726672628,-0.00418618517893875,0,0,0,0,0
0.937829567948458,-0.00403412135647581,0,0,0,0,0
0.933395019472686,-0.00513003006113609,0,0,0,0,0
0.931738893803298,-0.00609299874138191,0,0,0,0,0
0.930757151190708,-0.00653620034698729,0,0,0,0,0
0.929766203407712,-0.00682738606763671,0,0,0,0,0
0.928308742114759,-0.0077845275959773,0,0,0,0,0
0.927879022781618,-0.00790113808248134,0,0,0,0,0
0.997294127114027,6.55749425626707e-05,0,0,0,0,0
0.994726028147352,-0.000773221416461403,0,0,0,0,0
0.994220345320149,-0.00101532982102497,0,0,0,0,0
0.993762848018832,-0.00126971494158051,0,0,0,0,0
0.983608233839898,0.000949023366969831,0,0,0,0,0
0.978043399072707,-0.000337680907314624,0,0,0,0,0
0.97527054192014,-0.000970268896214748,0,0,0,0,0
0.959287477166266,0.00281981484819624,0,0,0,0,0
0.957240989645637,0.00361944475413821,0,0,0,0,0
0.948047419974737,0.00486147360748015,0,0,0,0,0
0.941415800777865,0.00599529715003853,0,0,0,0,0
0.938541581678765,0.0074801587468644,0,0,0,0,0
0.935246393007393,0.0063245754590158,0,0,0,0,0
0.934519316888108,0.00600762554623935,0,0,0,0,0
0.934319156760826,0.00591421831192424,0,0,0,0,0
