,CB,SOC0,ZB,PB,SOC
0,3.89069,0.3689243795935995,1,-0.5956209066375567,0.516557336052077
1,0.0,0.0,1,-0.8847064597877513,0.7322828891351714
2,0.0,0.0,61,0.7239978070095539,0.5360457026769375
3,0.0,0.0,61,0.6468462862975588,0.3618412360679601
4,0.0,0.0,1,-1.738031910687818,0.7671349379998346
5,0.0,0.0,61,0.7474513824111175,0.5641362565353306
6,0.0,0.0,61,1.176204129100164,0.2313448024412547
7,0.0,0.0,1,-1.650193904442451,0.6178423702993898
8,0.0,0.0,61,1.247817307907044,0.2620012023449589
9,0.0,0.0,1,-0.9285230017880319,0.4878635417072935
10,0.0,0.0,1,-0.872896842481624,0.7008489247146203
11,0.0,0.0,61,0.9841019560167121,0.4277876226892137
12,0.0,0.0,1,-1.540892146905679,0.7906787547829136
13,0.0,0.0,61,1.036890177208863,0.5014850720349743
14,0.0,0.0,61,1.052177126762725,0.2075816462529596
15,0.0,0.0,1,-1.517157586030284,0.5653142885045969
16,0.0,0.0,1,-1.748877047084973,0.9729180836105619
17,0.0,0.0,5,2.305594097072375,0.08403053514830273
18,0.0,0.0,1,-4.411092101834146,1.0
19,0.0,0.0,61,0.7827377812887305,0.7867703651483933
20,0.0,0.0,61,0.9977962651377933,0.5095431625621486
21,0.0,0.0,61,1.031570349826999,0.2219843940096009
22,0.0,0.0,60,0.8127382538402943,0.0
23,0.0,0.0,1,-1.568719806407685,0.3689243795935995
