,$\overline{DC_{3}}$,"('$DC_{3}$', 'IEEE33', 'PM')","('$DC_{3}$', 'IEEE69', 'PM')","('$DC_{3}$', 'SA', 'PM')","('$DC_{3}$', 'CA141', 'Meta')"
0,0.742829890625894,1.095121390204523,1.136061494940457,1.149031264661719,1.0251429340514207
1,0.5383050379027984,0.8066362771025742,0.8250874382741504,0.8614155073088321,0.7411939735188614
2,0.4314979381102275,0.6268086671378129,0.6427169634967436,0.6921581707362285,0.5240361206705694
3,0.3787536534969094,0.4929840542923229,0.4977036498034599,0.5089907451014115,0.47501456543832726
4,0.3549014534361041,0.4646259773970632,0.4674978201635014,0.4893742086304789,0.497528110660823
5,0.3758661163383308,0.5189034331555709,0.5298258913728682,0.6443529216200002,0.507569592756477
6,0.4703025977995741,0.7592773877294605,0.7812199546046646,0.9466807052971966,0.5784320392527695
7,0.5549992140095242,0.8483382964065829,0.8648059397099392,0.9833851677224125,0.8306376142103492
8,0.6207000791417776,0.9059724170266616,0.9230317621786127,1.028928848145579,1.008051210785656
9,0.7035422023129251,0.9783280849284863,0.9960885129350037,1.089716230037612,1.0147509771601446
10,0.7830744916838532,1.070204216131803,1.138780103128334,1.214521743606847,1.071787709937784
11,0.8379668476860083,1.105345726080341,1.148732408229264,1.216992671651074,1.0230139818886317
12,0.8751067462147545,1.14327453600611,1.190783184794792,1.261098035270372,1.0485139091401294
13,0.9240839928383595,1.182762257960889,1.217171329337629,1.297183465876253,1.0939306140773704
14,0.9431075745425533,1.210050602518614,1.251074719091002,1.341681961124888,1.129263063096163
15,0.9214003928853297,1.183302662162416,1.211386915698162,1.272762993359363,1.079056793946659
16,0.9096356329016572,1.144238018638435,1.172872323455943,1.241077115492686,1.1557531691396634
17,0.9153552428999149,1.140745170428001,1.160505095297743,1.21600595839036,1.1597144044690346
18,0.9679309074344127,1.212429925807217,1.261429125307727,1.341681961124888,1.2295535692704247
19,1.1435152802035824,1.341681961124888,0.8133023138758878,1.341681961124888,1.2337519316469008
20,1.282520226759116,1.341681961124888,1.018544679713445,1.01854467971274,1.3360734218424828
21,1.3159345258202795,1.137120410872976,1.137120410873476,1.341681961124888,1.3416819611248876
22,1.2373920546716453,1.341681961124888,0.8855877389543974,1.341681961124888,1.3050693613852244
23,1.0204967183869147,1.334625670487933,1.341681961124888,1.341681961124888,1.2815373438772104
