,$\overline{DC_{2}}$,"('$DC_{2}$', 'IEEE33', 'PM')","('$DC_{2}$', 'IEEE69', 'PM')","('$DC_{2}$', 'SA', 'PM')","('$DC_{2}$', 'CA141', 'Meta')"
0,0.4098857999255311,0.8251400513615943,0.8251400513615943,0.8251400513615943,0.5799837865369013
1,0.310361834227427,0.5740198573420165,0.6093918586233168,0.6323784109699808,0.4172824662505687
2,0.2633636550842485,0.378380259505943,0.3797909697880286,0.3809312826440001,0.4095248201196855
3,0.24264602433371216,0.3100384043023531,0.3103155098273807,0.3105647179431366,0.43665802925015446
4,0.242288822706635,0.4368634690767915,0.445292984364645,0.4759278784737875,0.31709942082707665
5,0.3531380855947221,0.9513839174141466,1.060370031934599,1.230421864046897,0.4400845917781735
6,0.8192101382447107,1.230421864046897,1.230421864046897,1.230421864046897,1.1076721819721775
7,0.9911401818230733,1.230421864046897,1.230421864046897,1.230421864046897,0.3869536488655901
8,0.8636349106016998,1.230421864046897,1.230421864046897,1.230421864046897,1.199576574832578
9,0.7373887714984068,1.230421864046897,1.230421864046897,1.230421864046897,1.142171028567854
10,0.6783734462208337,1.230421864046897,1.230421864046897,1.230421864046897,1.175191936748673
11,0.6518650769896385,1.071611508045598,1.10924919511157,1.140981303097849,0.8940251832651084
12,0.6361718563049432,1.122583549047321,1.195408641419454,1.230421864046897,0.8345859297906723
13,0.6288934837797311,1.089794956419527,1.155647416828622,1.230421864046897,0.914865560663475
14,0.5958146586892213,0.9505035007262556,0.9827988250453699,1.006721497592043,0.9513135471580932
15,0.5466702669326744,0.9081647354160742,0.9081647354160742,0.9081647354160742,0.8045702884089027
16,0.5233600924068496,0.8279653297690484,0.8555518877575422,0.8704980097765297,0.5851436864806726
17,0.5217845018510853,0.8050436322845748,0.8273938076589358,0.8729839828780259,0.7754085533677539
18,0.5515881838871114,0.843689376607567,0.8672408910809343,0.914758625440535,0.7901471320618697
19,0.656901918131452,1.125647085311136,1.215865018225137,1.230421864046897,1.104831024288332
20,0.7485450314741261,1.230421864046897,1.230421864046897,1.230421864046897,0.949816730503167
21,0.7715025376818706,1.230421864046897,1.230421864046897,1.230421864046897,0.9630031454243655
22,0.7128559793111533,1.230421864046897,1.230421864046897,1.230421864046897,1.0487270508691386
23,0.5674133591838573,1.003188569802049,1.081985231672563,1.230421864046897,0.28147148498542773
