,$\overline{DC_{3}}$,"('$DC_{3}$', 'IEEE33', 'PM')","('$DC_{3}$', 'IEEE69', 'Meta')","('$DC_{3}$', 'SA', 'PM')","('$DC_{3}$', 'CA141', 'Meta')"
0,1.031400324737775,1.484959835493148,1.4448508126488162,1.484959835493148,0.7147260249302795
1,1.172879286060854,1.484959835493148,0.7448665503437008,1.484959835493148,1.3546805424570498
2,1.3005397711865225,1.484959835493148,1.466610938574183,1.484959835493148,1.479021274139832
3,1.3697065444689818,0.7628935805801775,1.4791847930377788,1.484959835493148,0.8193026381868375
4,1.3421466240357538,1.484959835493148,1.484959835493148,1.484959835493148,1.484959835493148
5,1.2054853508246484,1.484959835493148,1.438963853996232,1.484959835493148,1.4713020652797446
6,1.0713769505675497,1.484959835493148,1.466233007943411,1.484959835493148,1.3586845865629524
7,0.959574190436551,1.450950320962981,1.281065446217764,1.484959835493148,1.3517599922121077
8,0.873412879113627,1.343224121050719,1.0831749245023312,1.427783885193053,1.295357402873591
9,0.8060925525567395,1.293751646571978,1.3307046734371923,1.468540990345145,1.3039323272300258
10,0.7578794090713086,1.298725271511733,0.9702518806607348,1.484959835493148,1.3041595032932471
11,0.7060421658374122,1.281859706767193,1.138969714836661,1.484959835493148,1.087531864545054
12,0.6540580898312623,1.177630029059134,1.1729724478486612,1.30831244832875,0.74428768675905
13,0.6110494363025609,0.9826532181858442,1.170370040244503,1.073437332388837,0.865566264466833
14,0.6098124355927929,0.9441085670228897,1.193981321404705,1.217843836967049,0.6879907583465021
15,0.6231747002948543,0.967331143443956,1.036270067655507,1.07360320651062,0.7826538165149243
16,0.6546465772241639,1.041064250368029,1.004534633240184,1.221254075604182,0.8110967033985048
17,0.7075880803037171,1.100279064550902,1.09428246675,1.197454908413921,0.9748470441311716
18,0.7662723973293336,1.187455753014701,1.2576881973984095,1.33828639594552,1.1105311273432263
19,0.7948504418484663,1.205648636679852,1.2323895411873833,1.369205496374323,1.3001033809081044
20,0.8055144830668054,1.249757055245537,1.20488648928887,1.295368757426234,0.9505435684793445
21,0.8045218026037476,1.250012631193501,1.0852413059389168,1.30181181213286,1.0544907854884091
22,0.8051831248064398,1.190608108790344,1.0448675666100116,1.224336555727544,1.0704346132602531
23,0.8801351459032094,1.3505101364403,1.417428231089129,1.484959835493148,1.3115985633636638
