,$\overline{DC_{2}}$,"('$DC_{2}$', 'IEEE33', 'PM')","('$DC_{2}$', 'IEEE69', 'Meta')","('$DC_{2}$', 'SA', 'PM')","('$DC_{2}$', 'CA141', 'Meta')"
0,1.2490714798188185,1.404631681961828,1.404631681961828,1.404631681961828,1.4009749122360258
1,1.3455966414804676,0.9470123079613713,1.404631681961828,1.404631681961828,1.404631681961828
2,1.303375968850309,1.404631681961828,1.3998429577391072,1.404631681961828,1.3975115453359124
3,1.1144670843255773,1.404631681961828,1.3425663996258281,1.404631681961828,1.3981392642578367
4,0.8313696398861765,1.312481729121243,1.2453930382400056,1.404631681961828,1.1539834523908556
5,0.6395007363344208,0.96800889657711,0.7212325976979539,1.028017519907053,0.8545811434097371
6,0.5369185551574068,0.8150293681462624,0.8065555229535134,0.8386452874040049,0.7025928203010275
7,0.4845290432131152,0.7019571616954812,0.7966299577622914,0.8355721899056991,0.6420767544929556
8,0.4581837532102639,0.6433873485099634,0.6245652236368868,0.676322717280684,0.7000432163064673
9,0.4532611148130696,0.6665861678259059,0.723452391841705,0.7053929753689427,0.6814901872541118
10,0.4781675464688221,0.734898909492873,0.8993457184849024,0.9269893155288167,0.7048112164746291
11,0.5226512430090468,0.8877024514637445,0.680648267782152,1.050949249954977,0.883878473341956
12,0.5465901752082558,0.951873896851037,0.7316611510022654,1.08723637122158,0.6890629902518753
13,0.5872133627943089,0.9720304137445147,0.7550408547689679,1.163546206073405,0.9222949085085519
14,0.6370867144552727,0.9571322923541195,0.9202962027429128,1.021925071827679,0.9098065741358329
15,0.6713352880812553,0.97060734135547,0.8453231050502098,1.012149647688749,0.900168908363617
16,0.7172052657219946,1.087142063027555,1.010327067608878,1.129161208243463,1.09507346443114
17,0.8004981656065694,1.181374906765055,0.8466844295651903,1.404631681961828,1.337924205274341
18,0.846595364097992,1.181835519693735,1.156284194707646,1.2687500220587,1.1603003324875591
19,0.8247393581785334,1.109388216618182,1.231004487340984,1.210546428174178,1.004459761997501
20,0.8243077877139937,1.127613452795162,1.0679979119656111,1.127613452795162,0.9817509377809145
21,0.8241996248266195,1.157196902268984,0.9756221825994258,1.157196902268984,0.9659420857492275
22,0.8719887446141898,1.175191822412416,0.5955573252668119,1.240251879546899,1.136731659209068
23,1.0466007360453866,0.5258438031739493,1.3366496173011617,0.5258438031739493,1.2736323324676335
