v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,ph1,ph2,ph3,ph4,ph5,ph6,ph7,ph8,ph9,ph10,ph11,ph12,ph13,ph14,ph15,ph16,ph17,ph18,ph19,ph20,ph21,ph22,ph23,ph24,ph25,ph26,ph27,ph28,ph29,ph30,ph31,ph32,ph33,pl,ql,pg,qg,t
1,0.998339594012922,0.990221896189605,0.986079838730153,0.981976608007951,0.971734612418186,0.969896612641236,0.962778441516689,0.959479268558026,0.956340627249776,0.955886177152721,0.955072372533741,0.951839899421742,0.950685456592216,0.949975878803768,0.949243875968121,0.948250293244162,0.948009917592441,0.9981231988418,0.9966587775962,0.996370437668925,0.996109593580537,0.987880829448231,0.983344300149047,0.981084373910335,0.970607098751556,0.969118262639557,0.962433621748708,0.957660610727725,0.95559706650504,0.953518402796389,0.953071059267448,0.952958902713631,0,0.000163961964049219,0.00112120318600135,0.00188472133647795,0.00266131207668529,0.00212551767705227,6.19307016911496e-05,-0.00129274230188835,-0.00194208789645351,-0.00251790833582244,-0.00245183832592665,-0.00234076895395638,-0.00313982362819419,-0.00381226815606851,-0.00413064759322384,-0.00435002867188019,-0.00500473770041331,-0.00506859573188383,8.64797897617524e-05,-0.000391634660035165,-0.000529439847923108,-0.000674170040530221,0.000764102499202263,-0.000280618326012567,-0.00079341597435147,0.00257168071913309,0.00320523076162893,0.00437212947499419,0.00541335272126542,0.00658826588616645,0.0058664337825079,0.00567366311095641,0.00562234217290526,0.0674179093842131,0.0453575112988602,2.16081905531655,1.40245701743663,0.0317259
1,0.998827275336043,0.993129282379033,0.990202585771636,0.987311418036249,0.980092142915054,0.978783535713443,0.973764802988241,0.971473377441686,0.969306262360174,0.968990396549291,0.968428119979877,0.966171817344123,0.965353398883485,0.964862441271702,0.964364386347231,0.963672001446095,0.963493173032234,0.998663805992624,0.997557655434207,0.997339862362405,0.997142842855568,0.991518399080419,0.988416376922977,0.986871577121694,0.979303555872943,0.978258122213793,0.973560069887687,0.97019125079415,0.968736217238852,0.967199519367831,0.966868588716472,0.966784999475448,0,0.0001114793416083,0.000763314858274951,0.00128216531123151,0.00180698316950181,0.00137899739625698,-7.69137078002144e-05,-0.00101940225750011,-0.00146341221109485,-0.00185203105719012,-0.00180639262204826,-0.0017305835938012,-0.00227727896767677,-0.0027431767544144,-0.00296046779079983,-0.00310586979354405,-0.00355171480108617,-0.00359846207162355,5.29551112687761e-05,-0.000308042141619113,-0.000412042946064018,-0.000521254676475974,0.000518265205678677,-0.000193778348523799,-0.000542514986530119,0.00168048711089827,0.00210806189198601,0.00285410915300642,0.00351997877089608,0.00430589998266801,0.00377968381764725,0.00363917540778979,0.00360147210179131,0.0332394384686321,0.0223900785044142,1.52918059627314,0.984689579250926,0
1,0.99902758865208,0.994330129389055,0.991895259424519,0.989494689527305,0.983504219218613,0.982405248414013,0.978217893467054,0.976324777914283,0.974540085630689,0.974278802856676,0.973815161105858,0.971941369789346,0.971254567385094,0.970848759123969,0.970440705549224,0.969862961271102,0.969706684354753,0.998883863812875,0.99791135252708,0.997719873533057,0.997546659852646,0.993036671714735,0.990562921792889,0.989331176461649,0.982854956586172,0.981992300298748,0.978120327894477,0.975337471861849,0.974136417471988,0.972813214144774,0.972527887224072,0.972454796748338,0,8.8432377494113e-05,0.000607506115403821,0.00102040290376241,0.00143640725559808,0.00103320357317037,-0.000183995974091821,-0.000964149061153266,-0.00132767474967106,-0.00164357425163935,-0.00160579422086866,-0.00154340827431452,-0.00199242346554428,-0.00237874116192011,-0.00255709297798403,-0.00267446708754014,-0.00304214274284008,-0.00308273411859493,3.69803206993997e-05,-0.000280349282012607,-0.000371753980919652,-0.000467733461039163,0.00041127814007666,-0.000155785377797311,-0.000433249996510099,0.00127251759568523,0.00161177997104769,0.00216864289830384,0.00266961581779888,0.003290650253521,0.00284044787120275,0.00272013586233322,0.00268735988173358,0.022675020655722,0.0152961047655271,1.27080484303656,0.8110321131619,0
1,0.999120034943311,0.994880537125315,0.992674154870823,0.990501718055861,0.985079589946984,0.98408025684785,0.980293116755656,0.97859459801506,0.976995491192756,0.976760751446231,0.976344729830554,0.974655346789356,0.974031901232522,0.973668378961376,0.973304329160991,0.97278320769346,0.972638492625584,0.998986564035207,0.998083452075453,0.997905637911017,0.997744786353458,0.993727189553318,0.991528650829967,0.990434008830047,0.984493318682783,0.983712929354609,0.980209786186148,0.977687270762351,0.976599125797643,0.975373946384522,0.975109746723878,0.975042039222365,0,7.85846765842592e-05,0.000540626538253579,0.000907993386244021,0.00127735621386978,0.000894893705564783,-0.000208752228864614,-0.000909836756676403,-0.00123361280911864,-0.00151395175222971,-0.00147986587349029,-0.00142367283731247,-0.00182492480018274,-0.00217272851835845,-0.00233185415449539,-0.00243571495372786,-0.00276530784669062,-0.00280278332373434,3.08044997191156e-05,-0.000263857603172837,-0.000348725485114013,-0.000437838563223438,0.000365886594927537,-0.000137779290892792,-0.000384120518036419,0.00110724529353223,0.00140818252447695,0.00188516052216692,0.00231563560332135,0.00286516975238202,0.00244937062478062,0.0023382631654474,0.00230798144849923,0.0184979326926999,0.0124872340818554,1.15100575437168,0.731964179171314,0
1,0.999169059301532,0.995175500690293,0.993093034258946,0.991043250888788,0.985928494735622,0.984982591132434,0.981399342019646,0.979793555625381,0.978283896792385,0.978061981004922,0.977669256381961,0.976071663185405,0.975480572397203,0.975135908109787,0.974791919060666,0.974296429041004,0.974156816337532,0.999040104210799,0.998167554825749,0.997995758442779,0.99784035093604,0.994096428404646,0.992045061577988,0.991023729843729,0.98537706817818,0.984642725850252,0.981347459543992,0.978973527367549,0.97794947511965,0.976785250396131,0.976533863778419,0.976468537119067,0,7.31077088302813e-05,0.000503641260246967,0.000845929662493696,0.00118973854654549,0.000817530996941475,-0.000226456904800915,-0.000889565000119836,-0.00119554898293976,-0.00145979881183103,-0.00142764846078936,-0.0013748166623809,-0.00175412535445057,-0.00208337912619574,-0.00223400150364347,-0.00233169065020173,-0.00264401882895957,-0.00268011684917828,2.69449543773114e-05,-0.000257733404252904,-0.000339722561284515,-0.000425811887982455,0.000340331071465182,-0.000129464332626116,-0.000359188397519574,0.00101546032726052,0.0012959349388018,0.0017331818248675,0.00212877819142708,0.002640456816367,0.0022462549802568,0.00214080791928529,0.00211163361880033,0.0164310044340503,0.0110963905216677,1.08765729657671,0.689684365338167,0
1,0.999173683754549,0.995219384686393,0.993154211555407,0.991121943501992,0.986052225294475,0.985111313217599,0.981548104705697,0.97995206367002,0.97845223150324,0.978231451407546,0.977840884651583,0.976248803469941,0.97565802903221,0.975312770381194,0.974968098062398,0.974466854135921,0.974322530065341,0.999040350303951,0.998138168660295,0.997960537676209,0.997799851835611,0.994158638924659,0.992151173801098,0.991151709704976,0.985506966809349,0.984780516318421,0.981522294776233,0.97917401947322,0.978160768165429,0.976995730263524,0.976743444002745,0.976675915681037,0,7.13598155696547e-05,0.00049271844156522,0.00082775609717339,0.0011640303371661,0.000783363207421503,-0.000254913372921789,-0.000914062826445581,-0.0012180617920032,-0.00148037344165899,-0.00144840986726874,-0.00139593125067584,-0.00177380606111758,-0.00210256604786658,-0.00225297475330629,-0.00235036743237176,-0.00266537889413467,-0.00270268854537746,2.36313617615434e-05,-0.000270711464197411,-0.000355487281928652,-0.000444503656631164,0.000332454305678382,-0.00012726392640918,-0.000352045471405357,0.000977152656627393,0.00125176128570774,0.00167162094727168,0.00205284908129357,0.00255362010447199,0.00216003912696979,0.00205449777140044,0.00202434670558003,0.0161286144165063,0.0108968666275109,1.08255434857051,0.684008990222196,0
1,0.999060335686042,0.994604247046165,0.992264552334408,0.98996078468301,0.984223292415956,0.983146241802198,0.979043063224276,0.977189763198028,0.975454364769148,0.975198290694863,0.974746984164881,0.97290453784703,0.972219291773651,0.971810543920505,0.97140496480848,0.970806438551426,0.970628531563797,0.998896542096675,0.997788196900386,0.997569971695988,0.997372561247215,0.99343381272581,0.991241897453936,0.990150554710356,0.983612872471216,0.982800151466853,0.979164684436562,0.97654651264512,0.975415727607853,0.974089488159306,0.973800175191117,0.973716997202109,0,7.69531310350144e-05,0.000534910997203375,0.000899517848330431,0.00126519731433667,0.00079358471621458,-0.00039957275356195,-0.00116590863187882,-0.00152299721960439,-0.00182982553521875,-0.00179310705878739,-0.00173341834519496,-0.00217730463983701,-0.00256246402526796,-0.0027408755018163,-0.00285500667684518,-0.00323092019801498,-0.00327708482867013,1.83266103153134e-05,-0.000343302331114464,-0.00044748538048747,-0.000556888569957956,0.000358733214241668,-0.000143564447523044,-0.000389234267914204,0.00100595623852116,0.00130706207495922,0.00174987021792829,0.0021570532949416,0.00270705494062452,0.00226015343130301,0.00213952328351549,0.00210227252564376,0.0205850837732093,0.0139252088010169,1.23403148759462,0.77207615670477,0
1,0.998813416744959,0.993197695690529,0.990227955988248,0.987305101636378,0.980026899904661,0.978649104831636,0.973404588632797,0.971039130747673,0.968836587545323,0.968510393400325,0.96793892638067,0.965595873328198,0.964719222130488,0.964197894337231,0.963688860179205,0.962930291917424,0.962700187260424,0.998603168024423,0.997180357595402,0.996900211387511,0.996646780432821,0.991753052245397,0.989059120982691,0.987717673740735,0.979258996099991,0.97823505915765,0.973656263417693,0.970353881269256,0.968927966658209,0.96722206986349,0.966849770202903,0.966742296763417,0,9.44416813214567e-05,0.000659117801684413,0.00110929776732523,0.00156065375325837,0.00092429508547904,-0.000608125838311143,-0.00159303437270094,-0.00205235038135211,-0.00244367765936308,-0.00239666388875879,-0.0023212183913245,-0.00289208515476995,-0.00338919936016743,-0.0036195663637507,-0.00376316002740207,-0.0042420366591644,-0.00430223420675858,1.91927977518151e-05,-0.000445120423328412,-0.00057894043602245,-0.000719482863073412,0.000441905004607131,-0.000176390875490376,-0.000479025685332929,0.00118757868525127,0.00156097034781192,0.00208663028817235,0.00257432525129359,0.00325747676800845,0.00267903909210656,0.00252276579305712,0.00247428858144591,0.0328756575376108,0.0222701232823912,1.56025676628701,0.971182038143752,0
1,0.998586675265618,0.991780100206268,0.988120470590158,0.984529879807481,0.975570580352145,0.973862469271498,0.967454153656643,0.964628330020921,0.962037619182142,0.961651084298483,0.960985184060954,0.958226470034305,0.957179610925465,0.956593500410004,0.956055575709045,0.955260106095242,0.955022671925147,0.998371402210866,0.996914577732047,0.996627733715385,0.996368243035369,0.990083501048039,0.986876367692454,0.985279183003872,0.974634077073378,0.973377939890778,0.967740859696158,0.963650921220046,0.961891951613071,0.959732563759703,0.959269737788795,0.959158855593573,0,0.000114012161451895,0.000792809959313881,0.00133421314939244,0.00187580952596859,0.00104854410548633,-0.000854135680342038,-0.00205448577605495,-0.00260324109696953,-0.00305789000675917,-0.0030008378937639,-0.00291221333234589,-0.0035862804012263,-0.00418105644462186,-0.00445011666633537,-0.00460367537845864,-0.00511097992393449,-0.00517359366977125,3.6950223790521e-05,-0.00043856716643773,-0.000575622406910882,-0.000719564517182148,0.000536256347213031,-0.000200958283588778,-0.000562082899889484,0.00136496242938828,0.00181341484315272,0.00239985734898556,0.00294527281466286,0.00376420129642738,0.00301710353142689,0.00281825852133273,0.00276784855933605,0.0486912853811727,0.0330538784701453,1.85734282174735,1.15881555248836,0
1,0.998352483774427,0.990338882980972,0.985974681425283,0.981705215225862,0.971033004184886,0.968987512607434,0.96142676686367,0.958168810109165,0.95520828952302,0.95476378574525,0.954005270613149,0.950828697747602,0.949606051786115,0.948959683145276,0.948392000857033,0.947550242837227,0.947297563466411,0.998125166671343,0.99658680333523,0.996283903156209,0.996009885831727,0.988398292259749,0.984704168408375,0.982864251237305,0.969921407126577,0.968422680228973,0.961679930607066,0.956762596342943,0.954653662455549,0.95199038151905,0.951425842643816,0.951307829415804,0,0.000133515708594999,0.000927249276762775,0.00156060238560242,0.00219295961476491,0.00116513956629129,-0.00111397946923675,-0.00251927005307115,-0.00314737186070419,-0.00365826760290583,-0.00359070614150321,-0.00348730692431993,-0.00425803191380517,-0.00495015373922978,-0.00525459201714675,-0.00541770082523535,-0.00595843243403655,-0.00602560862819255,5.21299659519712e-05,-0.000450110566613284,-0.000594883328666147,-0.00074693563228968,0.000632844537795241,-0.000217640239698148,-0.000634561939960453,0.00153349608142866,0.00205530649876257,0.00267887013829859,0.003262837138978,0.00421437334291155,0.00327885583454012,0.00303200277316602,0.0029779085741101,0.0679828949370904,0.0462377316573974,2.1647000704711,1.35162958667627,0
