,CB,SOC0,ZB,PB,SOC
0,3.715,0.38491620232589424,16,0.5661965446843578,0.23250798064608272
1,0.0,0.0,18,0.3456705954774986,0.1394607141351448
2,0.0,0.0,18,0.2756571438324551,0.06525959888519933
3,0.0,0.0,18,0.2424389060928438,0.0
4,0.0,0.0,1,-2.661247039907694,0.7163519634868762
5,0.0,0.0,18,0.3152022111846859,0.6315061463914947
6,0.0,0.0,18,0.4578783852010861,0.5082548988744711
7,0.0,0.0,30,1.002218390263738,0.23847875093681445
8,0.0,0.0,1,-2.829051020663714,0.9999998870508695
9,0.0,0.0,31,0.6257594592826581,0.831558579201853
10,0.0,0.0,8,0.7665638654756335,0.6252156814681884
11,0.0,0.0,28,0.8559661106894954,0.3948075763027793
12,0.0,0.0,8,0.8037460403797385,0.1784560177086608
13,0.0,0.0,31,0.6629636756452886,0.0
14,0.0,0.0,1,-3.161638717708672,0.8510468770715355
15,0.0,0.0,6,1.650368756525075,0.40680225889520294
16,0.0,0.0,31,0.8836452136339039,0.16894352054835007
17,0.0,0.0,1,-3.08736982609954,0.999998655433825
18,0.0,0.0,18,0.7039751928792841,0.8105033143993426
19,0.0,0.0,16,1.030629116049349,0.5330795955508307
20,0.0,0.0,29,1.980383699559737,1.8839095772278512e-06
21,0.0,0.0,1,-3.714992279328617,0.9999998056669438
22,0.0,0.0,9,1.594025389491518,0.5709216391579155
23,0.0,0.0,18,0.6910101985252928,0.38491620232589424
