,CB,SOC0,ZB,PB,SOC
0,3.89069,0.227454492863369,61,0.8313911546716082,0.0
1,0.0,0.0,1,-2.37306076545841,0.5368352048231625
2,0.0,0.0,61,0.9671601161133608,0.2689095951809213
3,0.0,0.0,1,-1.735761491596898,0.6737193878852628
4,0.0,0.0,61,0.7257313893144823,0.4769834613471142
5,0.0,0.0,1,-2.304662424289152,1.0
6,0.0,0.0,61,0.9120207311915415,0.748654307168325
7,0.0,0.0,61,1.223988614117558,0.4005345947268186
8,0.0,0.0,61,1.382457735539604,0.0
9,0.0,0.0,4,-2.441164636586037e-08,0.0
10,0.0,0.0,1,-4.579609484928135,0.9448463078641854
11,0.0,0.0,9,2.305594097086831,0.05595743171428721
12,0.0,0.0,1,-4.574892593033367,1.0
13,0.0,0.0,61,1.614444448676365,0.5172810236356518
14,0.0,0.0,61,1.705440101077881,0.0
15,0.0,0.0,1,-3.279412204756246,0.7127746923011533
16,0.0,0.0,61,1.904834498276478,0.1130316488197152
17,0.0,0.0,1,-1.918458845993738,0.5564602954383415
18,0.0,0.0,1,-1.918988689476926,1.0
19,0.0,0.0,61,1.63894349141507,0.5081269699859083
20,0.0,0.0,61,1.68174104144505,9.955259093230377e-09
21,0.0,0.0,1,-4.906953353086037,1.0
22,0.0,0.0,61,1.383573680920577,0.5990868362934154
23,0.0,0.0,61,1.296035504297738,0.227454492863369
