,CB,SOC0,ZB,PB,SOC
0,3.715,0.4972780051271742,18,0.6590093469366045,0.3198865292673236
1,0.0,0.0,18,0.4331380060580452,0.20329487598294452
2,0.0,0.0,18,0.3040883412073154,0.12144068295786754
3,0.0,0.0,17,0.2491733587336391,0.05436845021626304
4,0.0,0.0,18,0.2019783527166741,1.2218953088380844e-07
5,0.0,0.0,1,-2.133454128019444,0.5742811795298927
6,0.0,0.0,18,0.471616966699683,0.4473317979429319
7,0.0,0.0,1,-1.341057278170207,0.8083162604382768
8,0.0,0.0,18,0.6829176355780588,0.6244891752501384
9,0.0,0.0,28,1.666419553279239,0.17592401958950873
10,0.0,0.0,1,-2.50200680684719,0.849411719952144
11,0.0,0.0,33,1.206257512501334,0.5247125279205931
12,0.0,0.0,32,1.365848064251134,0.1570549101152066
13,0.0,0.0,1,-3.131540470366938,0.9999998550322827
14,0.0,0.0,32,1.077206973968084,0.7100383584373817
15,0.0,0.0,33,0.9765869447709288,0.4471616610823887
16,0.0,0.0,32,1.023165137992558,0.17174709206853117
17,0.0,0.0,18,0.6380400633855041,1.0706645706135088e-07
18,0.0,0.0,1,-3.7149989789864,0.9999998322310328
19,0.0,0.0,16,1.138943988557229,0.6934200275321085
20,0.0,0.0,27,2.576054632493976,2.0721071501389016e-07
21,0.0,0.0,1,-3.714998326328232,0.9999997566934153
22,0.0,0.0,18,0.9574999954580319,0.7422608653459344
23,0.0,0.0,17,0.9101113398106362,0.4972780051271742
