,CB,SOC0,ZB,PB,SOC
0,3.714998348085022,0.6527230105307762,33,0.4345416861631115,0.5315740407602577
1,0.0,0.0,33,0.5677561230312008,0.3715879356154765
2,0.0,0.0,32,0.6064997667798981,0.2001419142397847
3,0.0,0.0,33,0.4646105026249954,0.070301571763973
4,0.0,0.0,33,0.2355169201275948,0.005637910731779217
5,0.0,0.0,33,0.02086037440571033,0.0
6,0.0,0.0,19,-4.493481032050311,0.965927617558815
7,0.0,0.0,33,0.4401382067180561,0.8431642128454027
8,0.0,0.0,32,0.09039740258411871,0.818609599611178
9,0.0,0.0,2,0.0,0.818609599611178
10,0.0,0.0,33,0.01126823567916202,0.8155662365120134
11,0.0,0.0,33,-0.218206233426633,0.8735632619873515
12,0.0,0.0,32,-0.3086496172544969,0.9550993921563102
13,0.0,0.0,33,-0.1683565175426778,1.0
14,0.0,0.0,11,0.0,1.0
15,0.0,0.0,9,0.0,1.0
16,0.0,0.0,4,0.0,1.0
17,0.0,0.0,23,0.0,1.0
18,0.0,0.0,32,0.2071790492013498,0.9432374337031078
19,0.0,0.0,32,0.2346327923297034,0.8788208001687949
20,0.0,0.0,33,0.2104829587719366,0.8211388177199023
21,0.0,0.0,33,0.1676527145936462,0.7753404267456331
22,0.0,0.0,33,0.1847242831388047,0.7248145906026424
23,0.0,0.0,33,0.2620460761201789,0.6527230105307762
