,CB,SOC0,ZB,PB,SOC
0,3.89069,0.5634340220885862,61,1.805713314320499,0.006038415388222193
1,0.0,0.0,1,-1.487982418338869,0.357414041479742
2,0.0,0.0,1,-1.017714638696922,0.6037669355447334
3,0.0,0.0,61,0.8152328606683485,0.3810521718375333
4,0.0,0.0,1,-1.085691246011981,0.6428948662527086
5,0.0,0.0,1,-1.514274089538756,1.0
6,0.0,0.0,61,0.7568324707887695,0.7942882523484203
7,0.0,0.0,61,0.9831249224635247,0.521523667056659
8,0.0,0.0,61,0.9707497470952607,0.2525115673698278
9,0.0,0.0,61,0.9159200920609091,0.0
10,0.0,0.0,3,-6.67740261249454e-08,7.186294065295666e-09
11,0.0,0.0,1,-1.57785171155365,0.3709007951475612
12,0.0,0.0,1,-1.063880199271469,0.6277852252774067
13,0.0,0.0,1,-1.583927377750909,1.0
14,0.0,0.0,61,1.339623458874276,0.6138908502217546
15,0.0,0.0,61,1.936296060308643,0.0
16,0.0,0.0,1,-1.848952046865901,0.4288120530659263
17,0.0,0.0,1,-1.607158195298078,0.8060440562876382
18,0.0,0.0,61,1.383115121560745,0.4052864600526042
19,0.0,0.0,1,-2.663910082574724,1.0
20,0.0,0.0,61,1.632734596964726,0.5104569204639826
21,0.0,0.0,61,1.687801064011239,0.0
22,0.0,0.0,1,-4.7964002155321,0.9815091363528187
23,0.0,0.0,60,1.433718384347523,0.5634340220885862
